Count;Name;Edition;Collector Number;Rarity
2;Stony Strength;ana;105;common
4;Treetop Warden;ana;107;common
3;Wildwood Patrol;ana;108;common
2;Woodland Mystic;ana;109;common
2;World Shaper;ana;110;rare
1;Authority of the Consuls;klr;9;rare
1;Built to Last;klr;11;common
1;Dawnfeather Eagle;klr;15;common
1;Eddytrail Hawk;klr;16;common
1;Fairgrounds Warden;klr;17;uncommon
1;Herald of the Fair;klr;22;common
1;Servo Exhibition;klr;30;uncommon
1;Sram, Senior Edificer;klr;32;rare
1;Aether Swooper;klr;39;common
1;Nimble Innovator;klr;59;common
1;Torrential Gearhulk;klr;70;mythic
1;Aether Poisoner;klr;75;common
1;Defiant Salvager;klr;79;common
4;Fatal Push;klr;84;uncommon
1;Fen Hauler;klr;85;common
1;Fourth Bridge Prowler;klr;89;common
1;Lost Legacy;klr;96;rare
1;Night Market Lookout;klr;103;common
1;Sly Requisitioner;klr;106;uncommon
1;Aethertorch Renegade;klr;114;uncommon
1;Built to Smash;klr;115;common
1;Chandra's Revolution;klr;119;common
1;Hijack;klr;128;common
1;Kari Zev, Skyship Raider;klr;133;rare
1;Quicksmith Genius;klr;138;uncommon
1;Ravenous Intruder;klr;140;uncommon
1;Reckless Fireweaver;klr;141;common
2;Ruinous Gremlin;klr;142;common
1;Blossoming Defense;klr;155;uncommon
1;Bristling Hydra;klr;156;rare
1;Nissa, Vital Force;klr;172;mythic
1;Riparian Tiger;klr;178;common
1;Dark Intimations;klr;191;rare
1;Rashmi, Eternities Crafter;klr;202;mythic
2;Restoration Gearsmith;klr;205;uncommon
4;Voltaic Brawler;klr;213;uncommon
1;Consulate Skygate;klr;228;common
3;Foundry Inspector;klr;241;uncommon
1;Inventor's Goggles;klr;246;common
1;Servo Schematic;klr;270;uncommon
2;Blooming Marsh;klr;280;rare
1;Barbed Spike;mh2;5;uncommon
1;Tireless Provisioner;mh2;180;uncommon
1;Captured by Lagacs;mh2;188;common
4;Ravenous Squirrel;mh2;211;uncommon
1;Sythis, Harvest's Hand;mh2;214;rare
1;Silverbluff Bridge;ha6;255;common
1;Tanglepool Bridge;ha6;257;common
1;Thornglint Bridge;ha6;258;common
2;Environmental Sciences;stx;1;common
3;Expanded Anatomy;stx;2;common
1;Introduction to Annihilation;stx;3;common
2;Introduction to Prophecy;stx;4;common
1;Mascot Exhibition;stx;5;mythic
1;Academic Probation;stx;7;rare
4;Ageless Guardian;stx;8;common
1;Beaming Defiance;stx;9;common
4;Clever Lumimancer;stx;10;uncommon
2;Combat Professor;stx;11;common
2;Defend the Campus;stx;12;common
1;Detention Vortex;stx;13;uncommon
3;Eager First-Year;stx;16;common
4;Elite Spellbinder;stx;17;rare
3;Expel;stx;18;common
4;Guiding Voice;stx;19;common
3;Leonin Lightscribe;stx;20;rare
1;Mavinda, Students' Advocate;stx;21;mythic
1;Pilgrim of the Ages;stx;22;common
4;Pillardrop Rescuer;stx;23;common
4;Professor of Symbology;stx;24;uncommon
1;Reduce to Memory;stx;25;uncommon
2;Secret Rendezvous;stx;26;uncommon
2;Show of Confidence;stx;28;uncommon
2;Sparring Regimen;stx;29;rare
2;Star Pupil;stx;30;common
3;Stonebinder's Familiar;stx;31;uncommon
2;Stonerise Spirit;stx;32;common
2;Study Break;stx;34;common
4;Thunderous Orator;stx;35;uncommon
1;Archmage Emeritus;stx;37;rare
2;Bury in Books;stx;39;common
2;Curate;stx;40;common
2;Divide by Zero;stx;41;uncommon
3;Dream Strix;stx;42;rare
1;Frost Trickster;stx;43;common
1;Kelpie Guide;stx;45;uncommon
2;Mercurial Transformation;stx;47;uncommon
1;Multiple Choice;stx;48;rare
1;Pop Quiz;stx;49;common
2;Reject;stx;50;common
1;Resculpt;stx;51;common
4;Serpentine Curve;stx;52;common
3;Snow Day;stx;53;uncommon
2;Solve the Equation;stx;54;uncommon
1;Soothsayer Adept;stx;55;common
1;Symmetry Sage;stx;56;uncommon
1;Tempted by the Oriq;stx;58;rare
1;Test of Talents;stx;59;uncommon
4;Vortex Runner;stx;60;common
3;Waterfall Aerialist;stx;61;common
1;Wormhole Serpent;stx;62;uncommon
1;Baleful Mastery;stx;64;rare
2;Brackish Trudge;stx;65;uncommon
1;Callous Bloodmage;stx;66;rare
2;Confront the Past;stx;67;rare
2;Crushing Disappointment;stx;68;common
4;Eyetwitch;stx;70;uncommon
3;Flunk;stx;71;uncommon
3;Go Blank;stx;72;uncommon
2;Hunt for Specimens;stx;73;common
3;Lash of Malice;stx;74;common
1;Leech Fanatic;stx;75;common
1;Mage Hunter;stx;76;uncommon
4;Mage Hunters' Onslaught;stx;77;common
2;Necrotic Fumes;stx;78;uncommon
1;Novice Dissector;stx;79;common
1;Oriq Loremage;stx;80;rare
2;Plumb the Forbidden;stx;81;uncommon
1;Poet's Quill;stx;82;rare
1;Professor's Warning;stx;84;common
1;Promising Duskmage;stx;85;common
1;Sedgemoor Witch;stx;86;rare
2;Specter of the Fens;stx;87;common
4;Tenured Inkcaster;stx;88;uncommon
3;Umbral Juke;stx;89;uncommon
4;Unwilling Ingredient;stx;90;common
2;Academic Dispute;stx;91;uncommon
2;Ardent Dustspeaker;stx;92;uncommon
4;Blood Age General;stx;93;common
1;Dragon's Approach;stx;97;common
1;Efreet Flamepainter;stx;98;rare
4;Enthusiastic Study;stx;99;common
1;Explosive Welcome;stx;100;uncommon
3;First Day of Class;stx;102;common
2;Fuming Effigy;stx;103;common
1;Hall Monitor;stx;105;uncommon
4;Heated Debate;stx;106;common
2;Mascot Interception;stx;110;uncommon
2;Pigment Storm;stx;111;common
2;Pillardrop Warden;stx;112;common
3;Start from Scratch;stx;114;uncommon
2;Storm-Kiln Artist;stx;115;uncommon
2;Sudden Breakthrough;stx;116;common
1;Tome Shredder;stx;117;common
1;Accomplished Alchemist;stx;119;rare
3;Big Play;stx;122;common
1;Bookwurm;stx;123;uncommon
4;Charge Through;stx;124;common
2;Containment Breach;stx;125;uncommon
3;Devouring Tendrils;stx;126;uncommon
4;Dragonsguard Elite;stx;127;rare
1;Ecological Appreciation;stx;128;mythic
4;Emergent Sequence;stx;129;uncommon
1;Field Trip;stx;131;common
3;Fortifying Draught;stx;132;uncommon
2;Karok Wrangler;stx;135;uncommon
1;Leyline Invocation;stx;136;common
1;Mage Duel;stx;137;common
2;Master Symmetrist;stx;138;uncommon
1;Professor of Zoomancy;stx;140;common
4;Reckless Amplimancer;stx;141;common
2;Scurrid Colony;stx;142;common
2;Spined Karok;stx;143;common
4;Springmane Cervin;stx;144;common
3;Tangletrap;stx;145;common
3;Verdant Mastery;stx;146;rare
1;Augmenter Pugilist;stx;147;rare
1;Extus, Oriq Overlord;stx;149;mythic
1;Kianne, Dean of Substance;stx;152;rare
1;Rowan, Scholar of Sparks;stx;156;mythic
1;Aether Helix;stx;162;uncommon
3;Biomathematician;stx;164;common
4;Blood Researcher;stx;166;common
2;Body of Research;stx;168;mythic
3;Closing Statement;stx;169;uncommon
3;Cram Session;stx;170;common
2;Creative Outburst;stx;171;uncommon
1;Culling Ritual;stx;172;rare
1;Culmination of Studies;stx;173;rare
2;Daemogoth Woe-Eater;stx;175;uncommon
1;Deadly Brew;stx;176;uncommon
2;Decisive Denial;stx;177;uncommon
2;Dina, Soul Steeper;stx;178;uncommon
3;Double Major;stx;179;rare
1;Dramatic Finale;stx;180;rare
2;Elemental Expressionist;stx;181;rare
2;Elemental Masterpiece;stx;182;common
3;Elemental Summoning;stx;183;common
3;Eureka Moment;stx;184;common
2;Exhilarating Elocution;stx;185;common
4;Expressive Iteration;stx;186;uncommon
4;Fracture;stx;188;uncommon
3;Golden Ratio;stx;190;uncommon
1;Hofri Ghostforge;stx;192;mythic
2;Humiliate;stx;193;uncommon
1;Infuse with Vitality;stx;194;common
2;Inkling Summoning;stx;195;common
3;Kasmina, Enigma Sage;stx;196;mythic
4;Killian, Ink Duelist;stx;197;uncommon
2;Lorehold Apprentice;stx;198;uncommon
1;Lorehold Command;stx;199;rare
4;Lorehold Pledgemage;stx;201;common
2;Maelstrom Muse;stx;202;uncommon
1;Magma Opus;stx;203;mythic
1;Make Your Mark;stx;204;common
3;Moldering Karok;stx;206;common
2;Mortality Spear;stx;207;uncommon
2;Needlethorn Drake;stx;208;common
2;Oggyar Battle-Seer;stx;209;common
3;Owlin Shieldmage;stx;210;common
4;Pest Summoning;stx;211;common
2;Practical Research;stx;212;uncommon
1;Prismari Apprentice;stx;213;uncommon
3;Prismari Command;stx;214;rare
4;Prismari Pledgemage;stx;215;common
2;Quandrix Command;stx;217;rare
4;Quandrix Cultivator;stx;218;uncommon
2;Quandrix Pledgemage;stx;219;common
3;Quintorius, Field Historian;stx;220;uncommon
1;Reconstruct History;stx;222;uncommon
1;Relic Sloth;stx;223;common
1;Returned Pastcaller;stx;224;uncommon
1;Rip Apart;stx;225;uncommon
2;Rise of Extus;stx;226;common
3;Rootha, Mercurial Artist;stx;227;uncommon
2;Rushed Rebirth;stx;228;rare
2;Silverquill Apprentice;stx;231;uncommon
1;Silverquill Command;stx;232;rare
1;Silverquill Silencer;stx;234;rare
3;Spirit Summoning;stx;236;common
4;Square Up;stx;238;common
3;Stonebound Mentor;stx;239;common
4;Tend the Pests;stx;242;uncommon
1;Thrilling Discovery;stx;243;common
4;Vanishing Verse;stx;244;rare
1;Velomachus Lorehold;stx;245;mythic
1;Venerable Warsinger;stx;246;rare
1;Witherbloom Pledgemage;stx;249;common
3;Zimone, Quandrix Prodigy;stx;250;uncommon
2;Biblioplex Assistant;stx;251;common
3;Campus Guide;stx;252;common
4;Excavated Wall;stx;255;common
1;Letter of Acceptance;stx;256;common
1;Reflective Golem;stx;257;uncommon
2;Spell Satchel;stx;258;uncommon
1;Team Pennant;stx;260;uncommon
1;Access Tunnel;stx;262;uncommon
1;Archway Commons;stx;263;common
3;Frostboil Snarl;stx;265;rare
2;Furycalm Snarl;stx;266;rare
1;Lorehold Campus;stx;268;common
3;Necroblossom Snarl;stx;269;rare
1;Prismari Campus;stx;270;common
1;Quandrix Campus;stx;271;common
4;Shineshadow Snarl;stx;272;rare
4;Silverquill Campus;stx;273;common
2;Witherbloom Campus;stx;275;common
1;Timeless Dragon;mh2;35;rare
1;Blazing Rootwalla;mh2;115;uncommon
1;Goblin Anarchomancer;mh2;200;common
1;Ornithopter of Paradise;mh2;232;common
3;Arborea Pegasus;afr;2;common
2;Blink Dog;afr;3;uncommon
4;Celestial Unicorn;afr;5;common
4;Cleric Class;afr;6;uncommon
3;Cloister Gargoyle;afr;7;uncommon
2;Dancing Sword;afr;8;rare
2;Dawnbringer Cleric;afr;9;common
2;Devoted Paladin;afr;11;common
1;Divine Smite;afr;12;uncommon
1;Flumph;afr;15;rare
4;Guardian of Faith;afr;18;rare
1;Icingdeath, Frost Tyrant;afr;20;mythic
2;Ingenious Smith;afr;21;uncommon
2;Loyal Warhound;afr;23;rare
3;Minimus Containment;afr;24;common
4;Monk of the Open Hand;afr;25;uncommon
2;Nadaar, Selfless Paladin;afr;27;rare
1;Oswald Fiddlebender;afr;28;rare
3;Paladin Class;afr;29;rare
1;Paladin's Shield;afr;30;common
2;Planar Ally;afr;31;common
2;Plate Armor;afr;32;uncommon
4;Portable Hole;afr;33;uncommon
3;Ranger's Hawk;afr;37;common
1;Teleportation Circle;afr;39;rare
4;Veteran Dungeoneer;afr;40;common
2;White Dragon;afr;41;uncommon
1;You're Ambushed on the Road;afr;43;common
1;Aberrant Mind Sorcerer;afr;44;uncommon
2;Air-Cult Elemental;afr;45;common
4;Arcane Investigator;afr;46;common
4;Blue Dragon;afr;49;uncommon
3;Charmed Sleep;afr;50;common
1;Clever Conjurer;afr;51;common
3;Contact Other Plane;afr;52;common
1;Demilich;afr;53;mythic
1;Displacer Beast;afr;54;uncommon
1;Dragon Turtle;afr;56;rare
1;Grazilaxx, Illithid Scholar;afr;60;rare
1;Iymrith, Desert Doom;afr;62;mythic
2;Mind Flayer;afr;63;rare
1;Mordenkainen's Polymorph;afr;65;common
2;Power of Persuasion;afr;67;uncommon
1;Ray of Frost;afr;68;uncommon
1;Rimeshield Frost Giant;afr;69;common
1;Scion of Stygia;afr;70;common
1;Secret Door;afr;71;common
3;Shocking Grasp;afr;72;common
2;Shortcut Seeker;afr;73;common
1;Silver Raven;afr;74;common
2;Soulknife Spy;afr;75;common
1;Split the Party;afr;76;uncommon
4;Tasha's Hideous Laughter;afr;78;rare
3;Trickster's Talisman;afr;79;uncommon
1;Wizard Class;afr;81;uncommon
1;Wizard's Spellbook;afr;82;rare
2;You Find the Villains' Lair;afr;84;common
1;You See a Guard Approach;afr;85;common
1;Acererak the Archlich;afr;87;mythic
1;Baleful Beholder;afr;89;common
2;Black Dragon;afr;90;uncommon
2;Check for Traps;afr;92;uncommon
2;Clattering Skeletons;afr;93;common
4;Deadly Dispute;afr;94;common
3;Death-Priest of Myrkul;afr;95;uncommon
1;Demogorgon's Clutches;afr;96;uncommon
1;Devour Intellect;afr;97;common
1;Drider;afr;98;uncommon
3;Dungeon Crawler;afr;99;uncommon
3;Eyes of the Beholder;afr;101;common
3;Feign Death;afr;103;common
1;Gelatinous Cube;afr;105;rare
3;Grim Bounty;afr;106;common
2;Herald of Hadar;afr;108;common
4;Hired Hexblade;afr;109;common
1;Hoard Robber;afr;110;common
1;Lightfoot Rogue;afr;111;uncommon
2;Lolth, Spider Queen;afr;112;mythic
4;Manticore;afr;113;common
3;Power Word Kill;afr;114;uncommon
2;Precipitous Drop;afr;115;common
2;Ray of Enfeeblement;afr;116;uncommon
4;Sepulcher Ghoul;afr;118;common
4;Shambling Ghast;afr;119;common
3;Skullport Merchant;afr;120;uncommon
1;Sphere of Annihilation;afr;121;rare
3;Thieves' Tools;afr;122;common
3;Vampire Spawn;afr;123;common
2;Vorpal Sword;afr;124;rare
1;Westgate Regent;afr;126;rare
1;Wight;afr;127;rare
4;Yuan-Ti Fang-Blade;afr;128;common
1;Zombie Ogre;afr;129;common
2;Armory Veteran;afr;130;common
2;Barbarian Class;afr;131;uncommon
1;Battle Cry Goblin;afr;132;uncommon
2;Boots of Speed;afr;133;common
2;Brazen Dwarf;afr;134;common
4;Burning Hands;afr;135;uncommon
4;Dragon's Fire;afr;139;common
3;Dueling Rapier;afr;140;common
4;Farideh's Fireball;afr;142;common
1;Goblin Morningstar;afr;145;uncommon
3;Hoarding Ogre;afr;146;common
2;Hobgoblin Captain;afr;148;common
4;Hulking Bugbear;afr;149;uncommon
2;Improvised Weaponry;afr;150;common
1;Inferno of the Star Mounts;afr;151;mythic
3;Jaded Sell-Sword;afr;152;common
2;Kick in the Door;afr;153;common
3;Magic Missile;afr;154;uncommon
1;Meteor Swarm;afr;155;rare
3;Price of Loyalty;afr;159;common
1;Red Dragon;afr;160;uncommon
1;Swarming Goblins;afr;162;common
1;Tiger-Tribe Hunter;afr;163;uncommon
4;Unexpected Windfall;afr;164;common
1;Valor Singer;afr;165;common
1;Xorn;afr;167;rare
1;You Come to the Gnoll Camp;afr;168;common
1;You Find Some Prisoners;afr;169;uncommon
1;You See a Pair of Goblins;afr;170;uncommon
3;Bull's Strength;afr;174;common
4;Choose Your Weapon;afr;175;uncommon
2;Circle of the Moon Druid;afr;177;common
1;Compelled Duel;afr;178;common
1;Dire Wolf Prowler;afr;179;common
3;Druid Class;afr;180;uncommon
3;Elturgard Ranger;afr;182;common
1;Find the Path;afr;183;common
2;Froghemoth;afr;184;rare
1;Green Dragon;afr;186;uncommon
1;Hill Giant Herdgorger;afr;187;common
1;Hunter's Mark;afr;188;uncommon
1;Instrument of the Bards;afr;190;rare
2;Intrepid Outlander;afr;191;uncommon
1;Loathsome Troll;afr;192;uncommon
4;Lurking Roper;afr;194;uncommon
2;Neverwinter Dryad;afr;195;common
2;Ochre Jelly;afr;196;rare
1;Old Gnawbone;afr;197;mythic
3;Owlbear;afr;198;common
4;Prosperous Innkeeper;afr;200;uncommon
1;Purple Worm;afr;201;uncommon
4;Ranger Class;afr;202;rare
1;Ranger's Longbow;afr;203;common
1;Scaled Herbalist;afr;204;common
2;Spoils of the Hunt;afr;205;common
1;Sylvan Shepherd;afr;206;common
2;Varis, Silverymoon Ranger;afr;209;rare
4;Werewolf Pack Leader;afr;211;rare
4;Wild Shape;afr;212;uncommon
3;You Find a Cursed Idol;afr;213;common
2;You Happen On a Glade;afr;214;uncommon
2;You Meet in a Tavern;afr;215;uncommon
1;Adult Gold Dragon;afr;216;rare
1;Bard Class;afr;217;rare
3;Barrowin of Clan Undurr;afr;218;uncommon
2;Bruenor Battlehammer;afr;219;uncommon
1;Drizzt Do'Urden;afr;220;rare
1;Fighter Class;afr;222;rare
1;Gretchen Titchwillow;afr;223;uncommon
1;Hama Pashar, Ruin Seeker;afr;224;uncommon
4;Kalain, Reclusive Painter;afr;225;uncommon
1;Minsc, Beloved Ranger;afr;227;mythic
1;Monk Class;afr;228;rare
1;Orcus, Prince of Undeath;afr;229;rare
3;Shessra, Death's Whisper;afr;231;uncommon
2;Targ Nar, Demon-Fang Gnoll;afr;234;uncommon
4;Trelasarra, Moon Dancer;afr;236;uncommon
1;Triumphant Adventurer;afr;237;rare
1;The Deck of Many Things;afr;241;mythic
2;Dungeon Map;afr;242;uncommon
2;Greataxe;afr;245;common
2;Hand of Vecna;afr;246;rare
2;Mimic;afr;249;common
2;Spiked Pit Trap;afr;251;common
4;Cave of the Frost Dragon;afr;253;rare
3;Den of the Bugbear;afr;254;rare
1;Dungeon Descent;afr;255;rare
4;Evolving Wilds;afr;256;common
2;Hall of Storm Giants;afr;257;rare
4;Hive of the Eye Tyrant;afr;258;rare
4;Lair of the Hydra;afr;259;rare
4;Temple of the Dragon Queen;afr;260;uncommon
3;Defiant Strike;sta;3;uncommon
2;Divine Gambit;sta;4;uncommon
1;Gift of Estates;sta;6;rare
1;Gods Willing;sta;7;rare
1;Revitalize;sta;9;uncommon
4;Opt;sta;19;uncommon
1;Strategic Planning;sta;20;uncommon
4;Whirlwind Denial;sta;23;uncommon
4;Agonizing Remorse;sta;24;uncommon
1;Dark Ritual;sta;26;rare
3;Duress;sta;29;uncommon
1;Sign in Blood;sta;32;rare
3;Village Rites;sta;35;uncommon
2;Faithless Looting;sta;38;rare
1;Infuriate;sta;41;uncommon
1;Lightning Bolt;sta;42;rare
3;Shock;sta;44;uncommon
1;Stone Rain;sta;45;rare
1;Urza's Rage;sta;47;rare
1;Abundant Harvest;sta;48;rare
1;Cultivate;sta;51;uncommon
1;Krosan Grip;sta;53;rare
4;Snakeskin Veil;sta;57;uncommon
2;Lightning Helix;sta;62;rare
1;Putrefy;sta;63;rare
4;Adeline, Resplendent Cathar;mid;1;rare
4;Ambitious Farmhand;mid;2;uncommon
3;Beloved Beggar;mid;3;uncommon
2;Bereaved Survivor;mid;4;uncommon
1;Blessed Defiance;mid;5;common
4;Borrowed Time;mid;6;uncommon
4;Brutal Cathar;mid;7;rare
4;Candlegrove Witch;mid;8;common
4;Candletrap;mid;9;common
1;Cathar Commando;mid;10;common
4;Cathar's Call;mid;11;uncommon
2;Celestus Sanctifier;mid;12;common
4;Chaplain of Alms;mid;13;uncommon
4;Clarion Cathars;mid;14;common
1;Curse of Silence;mid;15;rare
1;Duelcraft Trainer;mid;16;uncommon
1;Fateful Absence;mid;18;rare
4;Flare of Faith;mid;19;common
2;Gavony Dawnguard;mid;20;uncommon
4;Gavony Silversmith;mid;21;common
1;Gavony Trapper;mid;22;common
4;Hedgewitch's Mask;mid;23;common
4;Homestead Courage;mid;24;common
4;Intrepid Adversary;mid;25;mythic
4;Loyal Gryff;mid;26;uncommon
4;Lunarch Veteran;mid;27;common
3;Mourning Patrol;mid;28;common
2;Odric's Outrider;mid;29;uncommon
4;Ritual Guardian;mid;30;common
4;Ritual of Hope;mid;31;uncommon
1;Search Party Captain;mid;32;common
1;Sigarda's Splendor;mid;33;rare
2;Sigardian Savior;mid;34;mythic
4;Soul-Guide Gryff;mid;35;common
4;Sungold Barrage;mid;36;common
4;Sungold Sentinel;mid;37;rare
2;Sunset Revelry;mid;38;uncommon
3;Thraben Exorcism;mid;39;common
3;Unruly Mob;mid;40;common
4;Vanquish the Horde;mid;41;rare
3;Baithook Angler;mid;42;common
4;Component Collector;mid;43;common
4;Consider;mid;44;common
2;Covetous Castaway;mid;45;uncommon
1;Curse of Surveillance;mid;46;rare
1;Delver of Secrets;mid;47;uncommon
3;Devious Cover-Up;mid;48;common
4;Dissipate;mid;49;uncommon
3;Drownyard Amalgam;mid;50;common
4;Fading Hope;mid;51;uncommon
3;Falcon Abomination;mid;52;common
1;Firmament Sage;mid;53;uncommon
2;Flip the Switch;mid;54;common
4;Galedrifter;mid;55;common
2;Geistwave;mid;56;common
2;Grafted Identity;mid;57;rare
4;Larder Zombie;mid;58;common
4;Lier, Disciple of the Drowned;mid;59;mythic
4;Locked in the Cemetery;mid;60;common
4;Malevolent Hermit;mid;61;rare
4;Memory Deluge;mid;62;rare
2;Mysterious Tome;mid;63;uncommon
2;Nebelgast Intruder;mid;64;uncommon
4;Ominous Roost;mid;65;uncommon
4;Organ Hoarder;mid;66;common
4;Otherworldly Gaze;mid;67;common
1;Patrician Geist;mid;69;rare
4;Phantom Carriage;mid;70;uncommon
1;Revenge of the Drowned;mid;72;common
3;Secrets of the Key;mid;73;common
2;Shipwreck Sifters;mid;74;common
1;Skaab Wrangler;mid;75;uncommon
2;Sludge Monster;mid;76;rare
3;Spectral Adversary;mid;77;mythic
3;Startle;mid;78;common
3;Stormrider Spirit;mid;79;common
1;Triskaidekaphile;mid;81;rare
4;Unblinking Observer;mid;82;common
4;Vivisection;mid;83;uncommon
4;Arrogant Outlaw;mid;84;common
2;Baneblade Scoundrel;mid;85;uncommon
4;Bat Whisperer;mid;86;common
4;Bladebrand;mid;87;common
1;Blood Pact;mid;88;common
2;Bloodline Culling;mid;89;rare
1;Champion of the Perished;mid;91;rare
4;Covert Cutpurse;mid;92;uncommon
1;Curse of Leeches;mid;94;rare
2;Defenestrate;mid;95;common
2;Diregraf Horde;mid;96;common
3;Dreadhound;mid;97;uncommon
4;Duress;mid;98;common
2;Eaten Alive;mid;99;common
2;Ecstatic Awakener;mid;100;common
3;Foul Play;mid;101;uncommon
2;Ghoulish Procession;mid;102;uncommon
1;Gisa, Glorious Resurrector;mid;103;rare
1;Hobbling Zombie;mid;106;common
4;Infernal Grasp;mid;107;uncommon
2;Jadar, Ghoulcaller of Nephalia;mid;108;rare
3;Jerren, Corrupted Bishop;mid;109;mythic
2;Lord of the Forsaken;mid;110;mythic
2;Mask of Griselbrand;mid;111;rare
3;The Meathook Massacre;mid;112;mythic
2;Morbid Opportunist;mid;113;uncommon
1;Morkrut Behemoth;mid;114;common
4;Necrosynthesis;mid;115;uncommon
2;No Way Out;mid;116;common
4;Novice Occultist;mid;117;common
4;Olivia's Midnight Ambush;mid;118;common
3;Rotten Reunion;mid;119;common
4;Shady Traveler;mid;120;common
3;Siege Zombie;mid;121;common
4;Slaughter Specialist;mid;122;rare
2;Stromkirk Bloodthief;mid;123;uncommon
3;Vampire Interloper;mid;125;common
4;Vengeful Strangler;mid;126;uncommon
1;Abandon the Post;mid;127;common
4;Ardent Elementalist;mid;128;common
4;Bloodthirsty Adversary;mid;129;mythic
3;Brimstone Vandal;mid;130;common
1;Burn Down the House;mid;131;rare
1;Burn the Accursed;mid;132;common
3;Cathartic Pyre;mid;133;uncommon
2;Curse of Shaken Faith;mid;134;rare
4;Electric Revelation;mid;135;common
4;Falkenrath Perforator;mid;136;common
3;Falkenrath Pit Fighter;mid;137;rare
4;Famished Foragers;mid;138;common
2;Fangblade Brigand;mid;139;uncommon
4;Festival Crasher;mid;140;common
4;Flame Channeler;mid;141;uncommon
2;Geistflame Reservoir;mid;142;rare
1;Harvesttide Infiltrator;mid;143;common
4;Immolation;mid;144;common
3;Lambholt Harrier;mid;145;common
2;Light Up the Night;mid;146;rare
3;Lunar Frenzy;mid;147;uncommon
4;Moonrager's Slash;mid;148;common
4;Moonveil Regent;mid;149;mythic
4;Mounted Dreadknight;mid;150;common
3;Neonate's Rush;mid;151;common
2;Obsessive Astronomer;mid;152;uncommon
4;Pack's Betrayal;mid;153;common
4;Play with Fire;mid;154;uncommon
4;Purifying Dragon;mid;155;uncommon
3;Raze the Effigy;mid;156;common
4;Reckless Stormseeker;mid;157;rare
4;Seize the Storm;mid;158;uncommon
4;Smoldering Egg;mid;159;rare
4;Spellrune Painter;mid;160;uncommon
3;Stolen Vitality;mid;161;common
4;Tavern Ruffian;mid;163;common
2;Thermo-Alchemist;mid;164;uncommon
3;Village Watch;mid;165;uncommon
3;Voldaren Ambusher;mid;166;uncommon
4;Voldaren Stinger;mid;167;common
2;Augur of Autumn;mid;168;rare
1;Bird Admirer;mid;169;common
4;Bounding Wolf;mid;170;common
4;Bramble Armor;mid;171;common
2;Briarbridge Tracker;mid;172;rare
2;Brood Weaver;mid;173;uncommon
2;Burly Breaker;mid;174;uncommon
3;Candlelit Cavalry;mid;175;common
2;Clear Shot;mid;176;uncommon
2;Consuming Blob;mid;177;mythic
2;Contortionist Troupe;mid;178;uncommon
2;Dawnhart Mentor;mid;179;uncommon
4;Dawnhart Rejuvenator;mid;180;common
2;Deathbonnet Sprout;mid;181;uncommon
1;Defend the Celestus;mid;182;uncommon
2;Dryad's Revival;mid;183;uncommon
3;Duel for Dominance;mid;184;common
4;Eccentric Farmer;mid;185;common
4;Harvesttide Sentry;mid;186;common
3;Hound Tamer;mid;187;uncommon
4;Howl of the Hunt;mid;188;common
3;Might of the Old Ways;mid;189;common
4;Outland Liberator;mid;190;uncommon
2;Path to the Festival;mid;191;common
2;Pestilent Wolf;mid;192;common
4;Plummet;mid;193;common
4;Return to Nature;mid;195;common
2;Saryth, the Viper's Fang;mid;197;rare
2;Shadowbeast Sighting;mid;198;common
4;Snarling Wolf;mid;199;common
1;Storm the Festival;mid;200;rare
4;Tapping at the Window;mid;201;common
2;Timberland Guide;mid;202;common
4;Tireless Hauler;mid;203;common
3;Tovolar's Huntmaster;mid;204;rare
4;Turn the Earth;mid;205;uncommon
2;Unnatural Growth;mid;206;rare
4;Willow Geist;mid;207;rare
2;Wrenn and Seven;mid;208;mythic
3;Angelfire Ignition;mid;209;rare
3;Arcane Infusion;mid;210;uncommon
4;Arlinn, the Pack's Hope;mid;211;mythic
4;Bladestitched Skaab;mid;212;uncommon
4;Corpse Cobble;mid;214;uncommon
4;Croaking Counterpart;mid;215;rare
2;Dawnhart Wardens;mid;216;uncommon
1;Dire-Strain Rampage;mid;219;rare
2;Diregraf Rebirth;mid;220;uncommon
4;Faithful Mending;mid;221;uncommon
1;Fleshtaker;mid;222;uncommon
2;Florian, Voldaren Scion;mid;223;rare
4;Galvanic Iteration;mid;224;rare
1;Ghoulcaller's Harvest;mid;225;rare
2;Grizzly Ghoul;mid;226;uncommon
1;Hallowed Respite;mid;227;rare
3;Hungry for More;mid;228;uncommon
3;Join the Dance;mid;229;uncommon
4;Kessig Naturalist;mid;231;uncommon
2;Liesa, Forgotten Archangel;mid;232;rare
1;Ludevic, Necrogenius;mid;233;rare
2;Old Stickfingers;mid;234;rare
4;Rem Karolus, Stalwart Slayer;mid;235;rare
4;Rite of Oblivion;mid;237;uncommon
4;Rootcoil Creeper;mid;238;uncommon
2;Sacred Fire;mid;239;uncommon
3;Sigarda, Champion of Light;mid;240;mythic
2;Slogurk, the Overslime;mid;242;rare
4;Storm Skreelix;mid;243;uncommon
4;Sunrise Cavalier;mid;244;uncommon
1;Teferi, Who Slows the Sunset;mid;245;mythic
4;Tovolar, Dire Overlord;mid;246;rare
2;Unnatural Moonrise;mid;247;uncommon
1;Vadrik, Astral Archmage;mid;248;rare
2;Vampire Socialite;mid;249;uncommon
1;Wake to Slaughter;mid;250;rare
